temp,atemp,hum,season,weathersit,hr,cnt
0.78,0.7273,0.55,3,2,10,417
0.26,0.2879,0.75,4,1,2,5
0.42,0.4242,0.41,1,1,14,134
0.64,0.6212,0.47,2,1,22,338
0.12,0.1061,0.33,1,1,23,12
0.42,0.4242,0.88,4,1,2,5
0.68,0.6364,0.79,3,1,6,36
0.32,0.3333,1.0,2,3,3,4
0.5,0.4848,0.72,2,1,14,281
0.36,0.3485,0.5,4,1,21,168
0.7,0.6667,0.74,3,1,23,105
0.26,0.2273,0.93,4,3,11,27
0.1,0.1364,0.42,1,1,8,199
0.36,0.3636,0.5,4,1,18,237
0.06,0.1061,0.38,1,2,12,70
0.26,0.303,0.23,1,1,16,71
0.34,0.3333,0.87,4,2,3,38
0.64,0.5758,0.89,3,1,14,377
0.32,0.3182,0.36,1,2,15,129
0.64,0.6212,0.57,3,1,4,5
0.34,0.3636,0.46,1,1,17,121
0.1,0.1364,0.33,1,1,14,75
0.2,0.2576,0.93,1,2,21,79
0.32,0.303,0.87,4,1,5,7
0.18,0.2121,0.59,4,1,5,6
0.66,0.6061,0.83,3,1,7,433
0.44,0.4394,0.77,4,1,10,184
0.72,0.6667,0.51,2,1,16,398
0.34,0.3182,0.46,1,1,17,97
0.52,0.5,0.68,1,1,9,351
0.2,0.197,0.69,1,2,1,7
0.26,0.2424,0.81,4,2,23,67
0.5,0.4848,0.94,2,1,4,5
0.62,0.5455,0.94,3,3,7,179
0.52,0.5,0.94,2,3,7,75
0.4,0.4091,0.62,1,1,10,104
0.66,0.6212,0.5,2,1,11,286
0.74,0.6818,0.55,3,3,15,182
0.46,0.4545,0.41,2,1,1,16
0.76,0.7424,0.75,2,1,22,176
0.56,0.5303,0.94,2,2,7,418
0.64,0.5758,0.83,3,2,10,161
0.72,0.697,0.79,3,1,22,219
0.52,0.5,0.83,2,1,1,30
0.84,0.7273,0.28,3,1,14,127
0.76,0.7121,0.62,2,1,12,525
0.38,0.3939,0.4,1,1,8,256
0.26,0.303,0.81,4,1,5,4
0.6,0.5758,0.78,2,1,10,289
0.76,0.7121,0.58,2,1,14,227
0.54,0.5152,0.83,2,1,3,2
0.76,0.6667,0.33,3,1,11,281
0.36,0.3485,0.62,2,1,23,57
0.62,0.5606,0.88,2,3,22,141
0.34,0.3333,0.66,4,2,17,475
0.34,0.3333,0.87,2,3,13,40
0.8,0.7121,0.36,3,2,16,492
0.78,0.697,0.43,3,1,18,543
0.68,0.6364,0.41,2,1,20,315
0.54,0.5152,0.68,4,1,5,28
0.5,0.4848,0.31,4,1,16,637
0.3,0.2727,0.39,1,1,20,22
0.26,0.2424,0.7,1,2,7,18
0.3,0.303,0.49,1,2,16,91
0.24,0.2424,0.6,1,1,3,66
0.2,0.1818,0.47,1,1,17,139
0.76,0.7273,0.66,3,1,20,284
0.82,0.7727,0.52,3,1,17,865
0.26,0.2727,0.75,4,1,3,5
0.14,0.1061,0.46,1,1,10,58
0.74,0.697,0.7,3,1,0,69
0.72,0.6818,0.62,3,1,9,332
0.34,0.3182,0.87,4,3,1,24
0.22,0.2424,0.75,1,1,10,116
0.8,0.7576,0.55,3,1,19,274
0.3,0.2879,0.49,2,1,3,2
0.4,0.4091,0.54,4,2,16,344
0.82,0.7576,0.46,3,1,17,545
0.36,0.3485,0.66,4,2,13,220
0.66,0.6061,0.83,3,1,7,36
0.24,0.2273,0.93,1,3,20,77
0.8,0.7121,0.38,3,1,11,203
0.7,0.6667,0.84,3,2,7,482
0.24,0.2121,0.6,1,2,9,191
0.5,0.4848,0.77,3,1,6,113
0.66,0.6212,0.65,2,2,11,140
0.74,0.697,0.7,3,2,13,140
0.56,0.5303,0.78,2,3,17,392
0.74,0.7121,0.79,3,1,3,4
0.56,0.5303,0.43,2,1,20,219
0.14,0.1364,0.43,1,1,11,99
0.22,0.2727,0.8,4,1,6,87
0.26,0.2576,0.6,1,1,5,1
0.36,0.3485,0.93,4,1,19,109
0.24,0.2273,0.6,4,1,8,679
0.44,0.4394,0.67,3,1,23,69
0.72,0.697,0.79,3,2,9,221
0.2,0.2273,0.69,1,1,8,464
0.3,0.2879,0.52,1,1,10,89
0.92,0.8485,0.35,3,1,17,689
0.66,0.6212,0.61,2,1,19,300
0.66,0.6212,0.36,2,1,14,615
0.24,0.2273,0.87,1,2,3,1
0.32,0.2879,0.26,1,2,0,10
0.14,0.1212,0.5,1,1,2,2
0.62,0.5455,0.94,3,2,1,83
0.24,0.2273,0.44,4,1,23,57
0.36,0.3333,0.62,4,2,20,168
0.48,0.4697,0.72,4,1,22,66
0.4,0.4091,0.94,1,2,5,6
0.4,0.4091,0.82,4,1,6,24
0.6,0.5909,0.73,2,1,14,257
0.74,0.6818,0.62,3,1,1,79
0.26,0.2879,0.81,4,1,4,5
0.76,0.6667,0.27,2,1,15,164
0.68,0.6364,0.61,2,2,11,150
0.5,0.4848,0.63,2,1,6,25
0.34,0.3182,0.81,4,1,4,8
0.4,0.4091,0.5,4,2,18,678
0.76,0.6667,0.37,3,1,16,641
0.7,0.6515,0.65,2,1,20,196
0.32,0.303,0.45,4,1,14,137
0.58,0.5455,0.88,2,3,0,40
0.56,0.5303,0.68,3,2,21,200
0.54,0.5152,0.6,2,1,3,8
0.36,0.3636,0.81,2,1,6,82
0.62,0.6212,0.41,4,1,16,722
0.8,0.803,0.66,3,1,9,135
0.34,0.3182,0.87,1,3,22,55
0.62,0.6212,0.31,4,1,15,377
0.4,0.4091,0.4,2,1,23,116
0.6,0.6212,0.43,4,1,15,727
0.6,0.5606,0.83,3,2,4,9
0.22,0.2727,0.8,1,1,9,158
0.34,0.3636,0.61,4,2,3,2
0.2,0.2121,0.59,4,1,7,12
0.52,0.5,0.94,4,2,2,5
0.7,0.6515,0.51,2,1,10,466
0.64,0.6061,0.73,2,1,11,197
0.64,0.6212,0.53,3,1,21,202
0.66,0.5909,0.89,3,1,5,8
0.44,0.4394,0.88,4,2,2,7
0.7,0.6515,0.61,2,1,15,245
0.28,0.2727,0.61,1,1,22,17
0.46,0.4545,0.94,2,1,21,91
0.3,0.3182,0.65,4,2,5,36
0.7,0.6515,0.58,3,2,23,152
0.6,0.6212,0.49,4,2,15,300
0.24,0.2273,0.3,2,1,10,69
0.86,0.803,0.47,3,1,16,256
0.76,0.7273,0.7,3,2,8,412
0.42,0.4242,0.35,1,1,20,108
0.42,0.4242,0.77,4,1,23,49
0.64,0.5909,0.78,3,2,7,425
0.22,0.2273,0.47,1,1,20,89
0.34,0.303,0.57,1,1,10,120
0.82,0.7879,0.56,3,2,15,146
0.6,0.6212,0.53,1,2,23,86
0.4,0.4091,0.82,4,1,22,137
0.3,0.2879,0.75,4,3,22,36
0.36,0.3333,0.81,4,2,4,9
0.32,0.303,0.61,1,1,9,231
0.38,0.3939,0.76,4,1,0,49
0.86,0.7879,0.41,3,1,18,777
0.86,0.8182,0.5,3,1,9,242
0.2,0.2273,0.59,1,1,1,24
0.48,0.4697,0.77,4,2,21,225
0.7,0.6667,0.84,3,1,2,77
0.26,0.2727,0.56,1,1,20,24
0.22,0.2273,0.55,1,1,13,55
0.26,0.303,0.87,4,1,23,37
0.9,0.8485,0.42,3,1,11,183
0.5,0.4848,0.72,3,1,6,35
0.42,0.4242,0.26,1,1,19,306
0.24,0.2121,0.7,1,2,3,2
0.52,0.5,0.83,2,3,15,78
0.44,0.4394,0.35,4,1,17,109
0.72,0.6818,0.62,3,1,19,396
0.46,0.4545,0.94,4,3,19,111
0.66,0.6061,0.83,3,1,6,161
0.72,0.697,0.74,2,1,22,106
0.32,0.3182,0.66,1,1,22,47
0.36,0.3788,0.87,1,2,6,76
0.62,0.6061,0.61,4,2,20,441
0.58,0.5455,0.64,1,1,19,417
0.36,0.3485,0.93,1,3,6,89
0.56,0.5303,0.43,1,1,23,91
0.62,0.5758,0.83,2,1,0,73
0.64,0.6212,0.47,2,1,10,135
0.22,0.2727,0.75,1,1,1,5
0.7,0.6515,0.65,2,1,0,89
0.7,0.6667,0.74,2,1,10,143
0.58,0.5455,0.83,2,1,7,468
0.26,0.2727,0.41,1,1,12,138
0.42,0.4242,0.58,4,3,15,370
0.72,0.6515,0.37,2,2,17,593
0.64,0.6061,0.69,4,2,20,457
0.3,0.2727,0.49,4,1,23,74
0.4,0.4091,0.62,1,2,2,28
0.62,0.6212,0.5,3,1,10,210
0.76,0.697,0.52,3,2,4,7
0.6,0.5606,0.83,4,1,8,705
0.64,0.5909,0.78,3,1,9,222
0.46,0.4545,0.82,2,1,1,25
0.6,0.6212,0.53,2,2,16,330
0.44,0.4394,0.44,1,1,16,404
0.66,0.6212,0.74,3,1,6,94
0.7,0.6667,0.84,3,1,3,7
0.54,0.5152,0.64,4,2,18,145
0.3,0.2879,0.28,1,1,15,62
0.32,0.2879,0.53,4,2,16,273
0.6,0.5152,0.94,3,2,3,12
0.2,0.2121,0.69,1,1,5,4
0.3,0.3182,0.87,4,1,4,7
0.34,0.3333,0.49,1,1,13,212
0.44,0.4394,0.88,2,1,0,33
0.36,0.3485,0.93,4,1,10,123
0.46,0.4545,0.31,2,1,11,184
0.52,0.5,0.55,2,1,11,136
0.46,0.4545,0.94,4,2,3,5
0.68,0.6364,0.36,3,1,12,352
0.7,0.6364,0.24,2,1,20,337
0.16,0.1212,0.37,1,1,12,116
0.52,0.5,0.42,1,2,13,111
0.48,0.4697,0.82,2,3,5,36
0.18,0.197,0.8,1,1,5,9
0.64,0.6061,0.69,3,2,1,74
0.24,0.2273,0.6,1,1,7,280
0.34,0.3182,0.53,4,1,13,218
0.76,0.7424,0.75,3,1,23,99
0.72,0.6667,0.58,4,2,16,478
0.68,0.6364,0.65,2,1,11,172
0.64,0.5758,0.89,2,1,6,116
0.22,0.197,0.75,1,3,21,34
0.34,0.3333,0.34,2,1,16,143
0.24,0.2121,0.65,1,1,2,4
0.36,0.3333,0.37,1,1,13,364
0.24,0.2576,0.75,4,1,2,18
0.58,0.5455,0.35,4,1,12,283
0.12,0.1364,0.5,1,1,0,14
0.36,0.3636,0.81,4,1,23,25
0.24,0.2424,0.75,1,2,1,37
0.58,0.5455,0.94,3,1,6,6
0.62,0.5152,1.0,3,3,22,70
0.6,0.6212,0.4,4,1,16,566
0.62,0.5909,0.78,2,2,12,254
0.44,0.4394,0.62,2,2,13,464
0.68,0.6364,0.79,3,1,0,47
0.4,0.4091,0.71,3,1,7,299
0.18,0.1818,0.55,1,1,10,44
0.44,0.4394,0.24,2,1,11,495
0.64,0.5758,0.89,4,2,9,205
0.18,0.2121,0.8,1,1,9,277
0.58,0.5455,0.88,2,2,1,21
0.92,0.8485,0.35,2,1,12,140
0.64,0.5758,0.83,3,1,4,4
0.72,0.6667,0.54,3,1,18,598
0.66,0.5909,0.94,3,2,0,104
0.28,0.2424,0.3,1,1,16,233
0.5,0.4848,0.34,2,1,13,343
0.54,0.5152,0.64,3,1,1,117
0.24,0.2424,0.6,1,1,17,271
0.54,0.5152,0.83,4,2,19,471
0.56,0.5303,0.35,2,1,14,137
0.34,0.303,0.49,1,2,16,113
0.54,0.5152,0.52,4,1,20,230
0.62,0.5909,0.73,3,1,6,159
0.72,0.6667,0.64,3,1,6,101
0.66,0.6061,0.83,3,1,6,100
0.76,0.7576,0.79,3,2,8,381
0.3,0.2727,0.56,1,1,1,22
0.7,0.6515,0.58,2,1,18,363
0.24,0.2273,0.7,4,2,1,28
0.24,0.2576,0.93,1,2,1,51
0.26,0.2576,0.65,4,2,8,688
0.62,0.6212,0.41,4,1,12,682
0.36,0.3485,0.87,2,2,4,5
0.52,0.5,0.83,2,1,22,117
0.74,0.697,0.7,3,2,7,315
0.22,0.197,0.47,1,1,9,263
0.54,0.5152,0.64,3,1,0,151
0.76,0.697,0.52,3,1,10,139
0.7,0.6364,0.34,2,1,12,211
0.34,0.3333,0.49,4,1,21,111
0.26,0.2273,0.56,1,2,18,243
0.56,0.5303,0.46,4,1,12,703
0.72,0.6667,0.54,2,2,14,145
0.92,0.8485,0.35,2,1,17,506
0.44,0.4394,0.51,4,1,0,42
0.7,0.6667,0.74,3,1,8,466
0.8,0.7879,0.63,2,1,14,465
0.56,0.5303,0.68,4,1,10,365
0.52,0.5,1.0,2,2,1,47
0.3,0.2879,0.33,2,1,18,137
0.12,0.1515,0.74,1,1,7,94
0.32,0.3333,0.76,1,1,12,114
0.34,0.3333,0.36,1,1,16,238
0.24,0.2576,0.93,1,3,21,22
0.4,0.4091,0.43,4,1,13,294
0.52,0.5,0.88,2,1,3,10
0.5,0.4848,0.36,4,1,14,435
0.5,0.4848,0.72,2,2,15,266
0.7,0.6667,0.79,2,1,2,3
0.78,0.7424,0.62,3,1,23,152
0.7,0.6364,0.39,3,2,13,218
0.58,0.5455,0.4,3,1,18,892
0.36,0.3636,0.76,2,1,8,654
0.74,0.697,0.66,3,1,0,51
0.66,0.5909,0.89,3,1,21,203
0.72,0.697,0.74,3,1,8,423
0.38,0.3939,0.87,4,2,1,15
0.54,0.5152,0.45,3,2,15,203
0.74,0.697,0.7,3,1,10,135
0.5,0.4848,0.77,2,1,7,319
0.24,0.2879,0.6,4,1,22,62
0.46,0.4545,0.67,4,1,2,10
0.66,0.6212,0.61,2,1,19,586
0.6,0.5909,0.69,2,1,17,565
0.56,0.5303,0.83,2,1,2,26
0.1,0.0758,0.46,1,1,23,18
0.4,0.4091,0.32,1,1,18,95
0.4,0.4091,0.66,1,3,4,1
0.5,0.4848,0.51,4,2,8,414
0.6,0.5455,0.88,3,2,21,207
0.62,0.6061,0.69,3,1,6,32
0.62,0.5909,0.73,2,2,11,318
0.22,0.197,0.37,1,1,10,57
0.94,0.8333,0.29,3,1,14,214
0.66,0.6212,0.74,3,2,8,162
0.2,0.1667,0.75,1,1,7,91
0.18,0.197,0.8,1,1,23,16
0.34,0.3333,0.57,4,1,17,622
0.8,0.7424,0.49,3,2,0,43
0.24,0.2273,0.6,2,1,0,18
0.56,0.5303,0.56,1,3,14,85
0.62,0.5909,0.73,3,1,6,23
0.42,0.4242,0.38,1,1,12,140
0.38,0.3939,0.54,1,1,9,281
0.56,0.5303,0.73,3,1,5,27
0.74,0.6818,0.58,3,1,7,359
0.42,0.4242,0.94,4,3,20,55
0.58,0.5455,0.68,3,1,3,1
0.72,0.6667,0.54,3,1,10,322
0.12,0.1515,0.54,1,1,7,96
0.64,0.6061,0.65,3,1,0,64
0.22,0.2121,0.44,1,1,7,40
0.24,0.2121,0.87,1,2,18,66
0.3,0.2727,0.93,2,2,22,51
0.64,0.6212,0.38,2,1,16,644
0.74,0.6667,0.51,3,1,17,530
0.52,0.5,0.63,2,1,3,50
0.48,0.4697,0.67,2,2,6,65
0.3,0.2879,0.87,4,3,15,124
0.44,0.4394,0.47,4,1,1,11
0.12,0.197,0.8,1,1,3,10
0.46,0.4545,0.94,4,1,5,21
0.48,0.4697,0.77,4,1,0,43
0.66,0.6212,0.54,3,1,8,119
0.52,0.5,0.77,2,1,8,681
0.6,0.6212,0.49,2,1,14,366
0.58,0.5455,0.6,3,1,9,296
0.8,0.7576,0.55,3,1,15,282
0.14,0.1515,0.69,1,1,8,196
0.64,0.5758,0.89,2,3,1,4
0.24,0.2273,0.93,2,3,6,28
0.82,0.7576,0.46,3,1,15,283
0.54,0.5152,0.88,3,2,2,5
0.2,0.2576,0.86,1,1,4,2
0.2,0.197,0.44,1,2,1,16
0.66,0.6212,0.54,3,1,7,307
0.72,0.6818,0.62,4,1,15,209
0.26,0.2727,0.6,1,1,22,191
0.62,0.5758,0.83,4,2,12,407
0.26,0.2727,0.52,4,1,22,97
0.3,0.3182,0.52,4,2,13,166
0.28,0.2727,0.56,1,1,1,10
0.6,0.5152,0.94,2,2,1,15
0.26,0.2576,0.41,4,2,12,202
0.52,0.5,0.48,4,1,14,179
0.58,0.5455,0.78,2,1,21,374
0.64,0.6061,0.65,3,1,7,274
0.64,0.6061,0.73,3,1,6,22
0.32,0.3182,0.45,4,1,11,146
0.44,0.4394,0.44,4,1,12,366
0.42,0.4242,0.0,1,3,16,21
0.8,0.7273,0.43,3,1,15,390
0.66,0.6212,0.39,2,1,20,314
0.52,0.5,0.94,2,1,0,29
0.46,0.4545,0.72,3,1,4,5
0.74,0.697,0.7,3,1,2,73
0.7,0.6515,0.65,2,1,23,90
0.7,0.6364,0.42,3,1,22,207
0.6,0.6061,0.64,4,2,0,76
0.28,0.2727,0.65,4,1,7,205
0.22,0.2121,0.51,2,1,8,237
0.26,0.2727,0.81,1,1,10,205
0.94,0.8788,0.38,3,1,11,367
0.36,0.3333,0.29,1,1,20,95
0.38,0.3939,0.82,4,2,6,143
0.68,0.6364,0.61,3,1,10,138
0.54,0.5152,0.94,3,3,8,209
0.24,0.2576,0.7,1,1,2,12
0.54,0.5152,0.68,3,2,19,245
0.7,0.6515,0.54,3,2,21,183
0.68,0.6364,0.89,3,2,4,7
0.36,0.3485,0.5,1,2,12,102
0.68,0.6364,0.65,3,1,8,702
0.86,0.7879,0.41,3,1,16,495
0.26,0.303,0.93,4,2,5,8
0.6,0.6212,0.43,3,1,20,330
0.7,0.6515,0.65,3,1,22,171
0.36,0.3788,1.0,4,2,1,4
0.3,0.303,0.65,1,1,22,87
0.7,0.6515,0.7,4,1,15,181
0.6,0.6212,0.43,4,1,16,344
0.46,0.4545,0.94,4,3,11,32
0.88,0.7727,0.32,3,1,14,247
0.16,0.197,0.86,1,2,0,7
0.5,0.4848,0.31,4,1,15,149
0.66,0.6061,0.78,2,1,0,119
0.82,0.7879,0.56,3,2,12,229
0.34,0.3333,0.53,2,2,4,5
0.3,0.3182,0.81,4,2,3,3
0.66,0.6061,0.78,3,2,17,563
0.38,0.3939,0.66,2,1,2,56
0.56,0.5303,0.83,2,2,0,134
0.26,0.2576,0.41,1,1,10,188
0.14,0.1212,0.54,1,1,10,126
0.34,0.3485,0.87,4,1,22,64
0.76,0.6818,0.45,3,1,17,514
0.32,0.303,0.49,1,1,23,61
0.54,0.5152,0.88,3,1,6,152
0.24,0.2273,0.7,1,2,22,21
0.74,0.6515,0.37,4,1,14,400
0.56,0.5303,0.88,2,1,6,160
0.66,0.6212,0.69,2,2,20,398
0.26,0.2727,0.7,1,1,1,6
0.2,0.2576,0.61,1,1,3,4
0.7,0.6667,0.74,2,1,19,358
0.52,0.5,0.83,2,2,11,192
0.54,0.5152,0.68,4,2,12,176
0.62,0.5758,0.83,2,3,21,188
0.66,0.6061,0.83,3,2,7,269
0.34,0.3333,0.71,1,1,4,3
0.56,0.5303,0.88,3,1,3,3
0.48,0.4697,0.48,4,1,12,606
0.56,0.5303,0.28,2,1,12,348
0.72,0.6818,0.62,3,2,18,736
0.9,0.8636,0.45,3,1,12,246
0.6,0.5606,0.83,2,1,0,56
0.24,0.2273,0.65,1,1,7,226
0.4,0.4091,0.82,2,2,6,13
0.52,0.5,0.77,2,1,1,22
0.28,0.2727,1.0,2,2,3,1
0.44,0.4394,0.72,1,1,11,113
0.7,0.6515,0.54,3,2,2,101
0.52,0.5,0.63,4,2,15,254
0.6,0.6212,0.43,4,2,12,323
0.34,0.3333,0.61,2,1,3,11
0.26,0.2424,0.81,1,2,14,243
0.76,0.6818,0.45,3,2,12,270
0.44,0.4394,0.51,2,1,11,86
0.2,0.2273,0.69,1,1,23,11
0.74,0.6818,0.58,3,1,8,435
0.1,0.0758,0.49,1,1,8,178
0.74,0.6515,0.23,2,1,17,366
0.4,0.4091,0.5,4,1,4,10
0.3,0.2879,0.36,1,2,3,15
0.26,0.2424,0.56,4,2,6,17
0.28,0.303,0.7,1,1,3,2
0.22,0.2273,0.47,1,1,18,167
0.42,0.4242,0.94,1,3,22,55
0.72,0.7121,0.84,3,1,4,6
0.16,0.1818,0.8,1,1,7,83
0.76,0.7121,0.58,3,1,8,657
0.68,0.6364,0.57,2,1,20,166
0.5,0.4848,0.31,1,1,19,258
0.3,0.303,0.65,4,2,3,6
0.4,0.4091,0.76,2,2,22,81
0.68,0.6364,0.74,2,1,14,148
0.12,0.1364,0.5,1,1,23,6
0.66,0.6212,0.74,3,2,7,44
0.42,0.4242,0.38,4,1,15,267
0.44,0.4394,0.62,4,1,3,23
0.88,0.8182,0.42,3,1,18,243
0.76,0.7121,0.62,2,1,11,325
0.56,0.5303,0.21,1,1,15,90
0.32,0.3182,0.49,4,1,19,267
0.5,0.4848,0.18,2,1,19,482
0.56,0.5303,0.73,3,1,1,41
0.34,0.303,0.87,1,3,1,8
0.32,0.3182,0.66,4,1,6,92
0.58,0.5455,0.64,4,2,2,6
0.62,0.6212,0.35,2,1,23,112
0.74,0.6818,0.55,3,1,16,431
0.42,0.4242,0.88,2,2,12,230
0.76,0.7121,0.58,3,1,22,147
0.66,0.6212,0.54,2,1,16,580
0.36,0.303,0.87,2,3,20,75
0.52,0.5,0.59,2,1,0,49
0.5,0.4848,0.88,2,2,7,176
0.3,0.2879,0.75,1,2,10,57
0.44,0.4394,0.88,4,2,21,176
0.26,0.2424,0.65,4,1,11,127
0.62,0.6061,0.69,2,1,15,210
0.72,0.6667,0.48,3,1,20,435
0.24,0.1818,0.38,1,1,11,114
0.22,0.2727,0.64,1,1,21,48
0.82,0.7273,0.38,3,1,12,240
0.46,0.4545,0.33,2,2,15,292
0.48,0.4697,0.88,2,2,7,134
0.44,0.4394,0.41,2,1,12,134
0.24,0.2273,0.35,1,1,8,53
0.26,0.2273,0.65,1,1,7,344
0.5,0.4848,0.88,4,3,10,62
0.4,0.4091,0.5,2,1,10,204
0.44,0.4394,0.38,1,1,13,184
0.46,0.4545,0.63,2,1,8,297
0.88,0.8182,0.44,3,1,13,523
0.86,0.2424,0.3,3,1,15,383
0.2,0.2121,0.75,1,1,4,1
0.2,0.1818,0.59,1,1,8,214
0.24,0.2576,0.6,4,2,20,227
0.52,0.5,0.68,4,1,12,268
0.76,0.6818,0.48,2,1,20,363
0.32,0.2879,0.42,1,2,11,162
0.54,0.5152,0.39,2,1,23,110
0.34,0.3333,0.29,1,1,13,198
0.3,0.3333,0.87,4,1,4,4
0.74,0.697,0.7,3,2,11,459
0.3,0.3182,0.75,4,1,1,30
0.36,0.3636,0.66,1,2,1,11
0.38,0.3939,0.43,4,1,19,243
0.64,0.6212,0.36,2,1,19,554
0.6,0.6212,0.4,2,1,20,446
0.3,0.303,0.52,1,1,20,126
0.8,0.7273,0.43,3,1,15,159
0.64,0.5758,0.89,2,1,2,66
0.5,0.4848,0.51,2,1,22,158
0.64,0.6061,0.65,4,1,15,395
0.42,0.4242,0.94,1,1,2,13
0.66,0.6212,0.69,4,2,17,905
0.5,0.4848,0.68,2,1,3,1
0.72,0.6515,0.37,2,1,12,292
0.26,0.2727,0.81,4,1,8,74
0.8,0.7273,0.46,3,1,14,522
0.24,0.2424,0.87,1,2,23,60
0.56,0.5303,0.88,2,3,5,35
0.6,0.5909,0.69,2,1,8,653
0.76,0.7273,0.66,3,2,21,278
0.54,0.5152,0.77,1,1,22,188
0.26,0.2727,0.6,4,1,20,175
0.9,0.7727,0.24,3,1,13,294
0.7,0.6515,0.7,3,1,4,12
0.8,0.7576,0.55,3,2,17,529
0.24,0.2121,0.38,1,1,16,78
0.36,0.3636,0.87,4,3,20,66
0.34,0.3182,0.57,1,2,11,78
0.42,0.4242,0.54,2,2,3,17
0.76,0.6818,0.48,3,1,23,75
0.72,0.6667,0.54,3,1,0,53
0.44,0.4394,0.54,4,2,13,174
0.7,0.6364,0.39,1,1,17,713
0.6,0.6212,0.43,3,1,11,247
0.7,0.6515,0.82,3,2,8,398
0.5,0.4848,0.48,2,1,3,33
0.46,0.4545,0.38,4,1,13,299
0.1,0.0606,0.39,1,1,23,22
0.74,0.6818,0.58,2,1,13,209
0.32,0.3333,0.49,1,1,22,47
0.76,0.6818,0.48,3,1,13,290
0.3,0.2879,0.42,1,1,13,312
0.46,0.4545,0.77,4,1,0,16
0.32,0.3485,0.53,1,2,21,56
0.6,0.5909,0.73,4,1,10,185
0.76,0.7273,0.66,2,1,21,218
0.32,0.2879,0.36,1,1,13,70
0.74,0.6667,0.51,3,1,0,88
0.34,0.3182,0.46,4,1,21,123
0.34,0.3333,0.76,2,3,12,80
0.4,0.4091,0.76,4,1,10,105
0.7,0.6667,0.84,3,1,4,12
0.2,0.197,0.69,1,1,6,58
0.32,0.303,0.49,4,1,10,142
0.34,0.3333,1.0,4,2,9,174
0.16,0.1667,0.86,1,3,20,74
0.5,0.4848,0.48,4,1,12,176
0.8,0.7121,0.41,3,1,13,176
0.84,0.7879,0.49,3,1,20,195
0.62,0.6212,0.33,2,1,10,161
0.7,0.6364,0.3,3,1,19,416
0.4,0.4091,0.87,4,2,2,78
0.72,0.6667,0.58,2,1,20,322
0.34,0.303,0.61,4,2,10,81
0.54,0.5152,0.52,3,1,23,93
0.54,0.5152,0.34,2,1,14,653
0.72,0.6818,0.66,2,1,11,519
0.4,0.4091,0.76,4,2,21,151
0.16,0.1515,0.43,1,1,23,21
0.78,0.7121,0.52,3,2,1,16
0.78,0.7121,0.52,3,2,14,245
0.44,0.4394,0.88,1,3,1,9
0.2,0.197,0.72,1,1,7,104
0.28,0.2727,0.36,2,1,20,57
0.66,0.6212,0.29,3,1,13,328
0.26,0.2576,0.56,1,1,3,1
0.3,0.3182,0.75,4,1,21,183
0.66,0.5909,0.89,4,2,17,530
0.56,0.5303,0.56,4,1,13,173
0.28,0.2879,0.87,4,1,2,8
0.72,0.697,0.79,3,1,21,296
0.42,0.4242,0.44,2,2,21,45
0.3,0.2727,0.33,1,1,11,274
0.66,0.6061,0.78,2,1,22,190
0.46,0.4545,0.55,4,1,12,343
0.58,0.5455,0.88,2,3,19,304
0.32,0.3485,0.9,4,1,7,283
0.42,0.4242,0.35,2,1,23,94
0.66,0.5909,0.89,3,2,4,8
0.56,0.5303,0.73,4,1,13,132
0.56,0.5303,0.83,2,2,10,96
0.62,0.6061,0.69,3,1,5,12
0.72,0.6515,0.45,3,2,14,371
0.32,0.3333,0.81,4,1,8,621
0.84,0.7273,0.3,3,1,14,551
0.36,0.3333,0.34,1,1,21,141
0.44,0.4394,0.94,1,3,13,58
0.36,0.3485,0.62,1,2,17,217
0.2,0.2576,0.59,1,1,6,41
0.74,0.7121,0.74,3,2,18,410
0.3,0.3333,0.56,1,2,22,107
0.54,0.5152,0.68,4,1,1,27
0.4,0.4091,0.62,4,1,3,6
0.38,0.3939,0.62,2,1,8,692
0.48,0.4697,1.0,2,2,6,136
0.72,0.6667,0.54,2,1,14,146
0.5,0.4848,0.25,2,1,14,216
0.82,0.8333,0.63,3,1,0,60
0.52,0.5,0.63,3,2,3,5
0.74,0.6515,0.4,3,1,14,196
0.72,0.6818,0.7,2,1,21,218
0.54,0.5152,0.68,1,1,22,211
0.3,0.2879,0.56,4,2,21,151
0.68,0.6364,0.83,3,2,23,211
0.32,0.303,0.45,4,2,17,365
0.46,0.4545,0.44,4,1,18,692
0.24,0.2273,0.6,1,1,0,15
0.76,0.6818,0.45,3,1,21,258
0.72,0.697,0.79,3,1,8,89
0.44,0.4394,0.77,1,1,4,14
0.2,0.1818,0.55,1,1,12,185
0.4,0.4091,0.87,4,3,22,78
0.6,0.5455,0.88,3,3,0,25
0.56,0.5303,0.83,3,1,3,45
0.36,0.3636,0.81,4,1,5,35
0.62,0.6061,0.69,3,2,2,119
0.58,0.5455,0.83,2,1,19,308
0.84,0.7424,0.36,3,1,15,234
0.72,0.697,0.79,3,1,22,152
0.24,0.2576,0.7,1,1,4,1
0.22,0.2273,0.87,1,2,20,74
0.76,0.6667,0.33,3,1,13,232
0.16,0.1364,0.47,1,1,22,66
0.5,0.4848,0.51,1,1,20,260
0.32,0.3333,0.66,2,1,4,1
0.56,0.5303,0.3,2,1,19,210
0.64,0.5909,0.78,3,1,21,230
0.34,0.3485,0.53,1,1,7,268
